body,url,title
"Desde febrero del 2018 a la fecha, en la Universidad Autónoma de Querétaro (UAQ) se han registrado al menos 40 actos delictivos, que van desde portación de marihuana hasta robo, ilícitos que, en su mayoría, los cometieron personas que no pertenecían a la institución, informó Luis Silviano Cajiga Morales, coordinador de Seguridad Universitaria.
Cualquier delito se reporta al área jurídica de la UAQ, que en el caso de que si el hecho lo cometió un alumno, analiza la pertinencia de darlo de baja.
De febrero a la fecha también se prohibió el ingreso a la UAQ a tres universitarios, aunque rechazó ahondar en el tema.
Con portación de marihuana se detectó a ocho personas. Si la cantidad es mayor que la de consumo permitido por ley se da aviso a las autoridades competentes; en cualquiera de los casos se informa al área jurídica de la UAQ.
“Resguardamos y entregamos a la autoridad correspondiente, en este caso a la policía municipal o a la estatal para que ellos puedan hacerse cargo, ya sea, en determinado momento, llevarlos al Juzgado Cívico Municipal, si se trata de alguna falta de carácter administrativo o, en su defecto, llevarlo ante la Fiscalía, sí se trata de alguna situación delictiva”, señaló.
Robo de bicicleta y consumo de alcohol se registran como los delitos más altos, cada uno con 10 casos, seguido por la portación de marihuana, con ocho; en robo de celular se registraron cuatro casos, de mochila tres, así como robo de material de construcción y dos de laptop. Entre los delitos por los que fue necesario actuar se encontró robo de mobiliario, aunque no proporcionó el número de casos.



Artículo


Querétaro registró 229 homicidios en el 2018


Seguridad


En 2018, por cada 100 mil habitantes en Querétaro se registran 10 muertes 







Hace unos cuatro meses, Protección Civil de la UAQ auxilió a un alumno que llegó a clases en malas condiciones por consumir “alguna droga potente”. Se le remitió al Hospital General para su desintoxicación.
Al patrullaje y binomios caninos se sumará el taller gratuito de defensa personal y prevención del delito, y se capacitará a los alumnos en el uso correcto del silbato de auxilio, con claves específica para cada delito.
El estudiante es prioridad. Teresa García Gasca, rectora de la UAQ, remarcó que antes de pensar en dejar a un alumno fuera, se analiza la forma de ayudarlo.
No se ha detectado venta de droga, pero sí se encontró a personas con dosis de mariguana superiores a lo que permite la ley para consumo personal. En esos casos se detectó tanto a universitarios como a personas externas.
Resaltó que existe alta comunicación tanto con la Guardia Municipal como con Fiscalía General del Estado de Querétaro.
",http://www.eluniversalqueretaro.mx/portada/hubo-40-hechos-delictivos-en-la-uaq-de-2018-la-fecha,Hubo 40 hechos delictivos en la UAQ de 2018 a la fecha 
"El ex secretario del Ayuntamiento, Rafael Fernández de Cevallos, enfrenta una denuncia ante la Fiscalía General del Estado (FGE) por la inconformidad de un ciudadano que presuntamente resultó afectado en su patrimonio por la construcción de la obra en Paseo Querétaro, aseveró el secretario General de Gobierno, Apolinar Casillas Gutiérrez.
Añadió que el actual gobierno municipal es citado por la dependencia estatal para expresar lo que en su derecho convenga.
“No está en ninguna de las denuncias que el municipio ha presentado, el caso es por un tramo de una calle que construyó la administración pasada y afectó a un particular, éste denuncia al municipio por esta afectación y a las personas que se han mandado a llamar, es al entonces secretario del Ayuntamiento quien era el representante legal de documentos, a quien fuese secretario de Obras Públicas (Hiram Villeda) que fue quien materialmente ejecutó la obra”, especificó.
Sobre el tema, el edil, Luis Nava Guerrero destacó que la FGE no informa o avisa el estatus del proceso al gobierno municipal, sino que simplemente hace las investigaciones al respecto.
Al inicio de la actual administración, Fernández de Cevallos sí trabajó como secretario Técnico, sin embargo, dejó el cargo meses a atrás.
“Ya no trabaja en el municipio, ya tiene varios meses que no, era secretario Técnico, dejó el cargo por asuntos personales (…) Se consideraba que hay ciclos para todos los funcionarios, tenía un buen número de años en la administración y fue una decisión que comentamos mutuamente que era conveniente”, explicó.
Aseveró que la decisión no obedece a que el ex funcionario municipal sea posible que realizara actos indebidos o de corrupción.
El pasado 31 de marzo Nava Guerrero anunció que, José Bravo Morales, quien era magistrado del Tribunal de Responsabilidades Administrativas, dejaría dicho puesto y asumiría el cargo como secretario Adjunto de la presidencia municipal, esto en sustitución de Rafael Fernández de Cevallos.
A principios de la actual administración se señaló que la titularidad de la Secretaría del Ayuntamiento era una “herencia” de la familia Fernández de Cevallos, ya que durante la administración de Francisco Domínguez Servién también la encabezó Rafael; actualmente la dependencia está a cargo de Jesús Roberto Franco González, esposo de Lilia Fernández de Cevallos y Castañeda, hermana del ex secretario, ambos sobrinos de Diego Fernández de Cevallos.
",http://www.eluniversalqueretaro.mx/portada/exsecretario-del-ayuntamiento-es-acusado-por-danos,Exsecretario del Ayuntamiento es acusado por daños 
"

Dos pecados del pasado de Genaro García Luna interrumpen sus vacaciones políticas en su paraíso de Miami. El más reciente se relaciona con el asesinato en Plaza Artz de la semana pasada. El segundo, se revivirá en la próxima audiencia dentro del proceso penal contra Israel Vallarta, víctima del montaje que García Luna produciría para hacerlo culpable automático del delito de secuestro junto con Florence Cassez.

El asesinato de Plaza Artz

La embajada de Israel identifica a los dos hombres asesinados a quemarropa el 24 de julio como Alon Azulay y Benjamín Yeshurun Sutchi, ambos con antecedentes penales. No era la primera vez que Sutchi estaba en México. Llegó en 2001, después de fugarse de una prisión en Israel por una condena de homicidio. Como lo recuerda Gabriel Regino en una entrevista de Carmen Aristegui (27 de julio, 2019), Benjamin Sutchi primero formó parte de un grupo de asesores en seguridad para la comunidad judía azotada por los secuestros, pasó a ser un cobrador de deudas para finalmente convertirse en extorsionador contra esa misma comunidad.

Buscado por la Interpol y el gobierno de Israel, Sutchi es capturado y extraditado en julio de 2005 por la Secretaría de Seguridad Pública del Distrito Federal. El subdelegado del Cisen solicitó la ayuda de la Secretaría antes que la de la Agencia Federal de Investigación (AFI), ya que estimaban que esta agencia protegía a Sutchi en sus actividades criminales.

En ese 2005 la AFI, bajo el mando de Genaro García Luna, también era señalada por los Estados Unidos a través de reportes de la DEA y el FBI. Tenían evidencias de que directivos de la AFI protegían el contrabando de drogas, el tráfico de indocumentados y de mercancías, beneficiando a las organizaciones de Vicente Carrillo Fuentes, Joaquín Guzmán Loera, los Hermanos Beltrán Leyva y los Arellano Félix. (“La AFI: Red de Complicidades” Revista Proceso, 11 de diciembre de 2005)

Contra los cuestionamientos a la integridad y la eficacia de la AFI, García Luna hizo una serie de estrategias para limpiar su imagen. Una de ellas, fue la detención “en vivo” de lo que él mismo bautizó como la banda de secuestradores del Zodiaco.

El Caso Vallarta

Israel Vallarta lleva cerca de catorce años en la cárcel sin una sentencia que lo haya condenado por delito alguno. El origen de este encierro se debe a la famosa puesta en escena producida por Genaro García Luna (y supervisada por el director de Investigación Policial, Luis Cárdenas Palomino), transmitida el 9 de diciembre de 2005. https://bit.ly/2CAkbB1

La obra dramática, registrada por las empresas Televisa y TV Azteca, simula que víctimas de secuestro son liberadas por elementos de la AFI. Al mismo tiempo, las televisoras son invitadas a jugar un papel inquisidor. Vallarta y Cassez son interrogados libremente por los propios reporteros quienes, al cabo de dos minutos, los declaran culpables. No hay juez, no hay abogado, no hay audiencia, pero hay culpables.

Emmanuelle Steels, ha documentado con escrúpulo periodístico el Caso Vallarta. En su libro El teatro del engaño, editorial Grijalbo 2015, próximo a reeditarse, documenta el montaje a través de diversas fuentes. Más aún, propone los motivos que habrían de guiar a García Luna a fabricar culpables. Este acusador, que no solo por este caso, debería ser realmente uno de los enjuiciados.

Los dos pecados recientemente desenterrados del polémico policía no parecen ser lo último de lo que tendremos noticias.

Abogada
",https://www.eluniversal.com.mx/articulo/layda-negrete/nacion/garcia-luna-y-los-dos-israeles,García Luna y los dos Israeles 
"



    googletag.cmd.push(function() {
      googletag.display(""dfp-ad-top3_content"");
    });
  


Puedes tramitar tu acta de nacimiento en la Ciudad de México por internet:

Con la Clave Única de Registro de Población (CURP).
A través de los datos personales: Nombre completo, fecha de nacimiento, sexo y entidad de la que eres originario.
El costo del acta de nacimiento en la CDMX es 71.70 pesos.
Si la tramitas con tu CURP se te pedirá el nombre completo de tu padre o madre, tal como viene en el acta. 

Este sistema ofrece la ventaja de que el trámite se puede realizar los 365 días del año, las 24 horas del día.
Las copias certificadas que descargues por este sistema te serán enviadas vía PDF a tu correo electrónico y son válidas ante cualquier gobierno o autoridad municipal estatal y federal.
El sistema es gratuito; solo tendrás que pagar el monto de derechos por copia que cada gobierno estatal definió.
Para más información, da clic en este enlace. 



Costo de acta de nacimiento por estado
Monto





Aguascalientes

$110.00 mxn





Baja California

$181.00 mxn





Baja California Sur

$166.00 mxn





Campeche

$51.00 mxn





Chiapas

$110.00 mxn





Chihuahua

$100.00 mxn





Ciudad de México

$71.70 mxn





Coahuila

$138.00 mxn





Colima

$76.00 mxn





Durango

$118.00 mxn





Guanajuato

$77.00 mxn





Guerrero

$90.00 mxn





Hidalgo

$110.00 mxn





Jalisco

$76.00 mxn





México

$48.00 mxn





Michoacán

$128.00 mxn





Morelos

$84.00 mxn





Nayarit

$60.00 mxn





Nuevo León

$51.00 mxn





Oaxaca

$97.00 mxn





Puebla

$110.00 mxn





Querétaro

$106.00 mxn





Quintana Roo

$42.00 mxn





San Luis Potosí

$95.00 mxn





Sinaloa

$92.00 mxn





Sonora

$97.00 mxn





Tabasco

$84.00 mxn





Tamaulipas

$85.00 mxn





Tlaxcala

$127.00 mxn





Veracruz

$155.00 mxn





Yucatán

$171.00 mxn





Zacatecas

$90.00 mxn



 
",http://www.unioncdmx.mx/articulo/2019/07/29/gobierno/cuanto-cuesta-un-acta-de-nacimiento-en-linea-cdmx,¿Cuánto cuesta un Acta de nacimiento en línea CDMX?
"
Luego de que fuera hallado muerto Rafael Arias, un famoso tuitero mexicano, suspendido con una cuerda de un árbol en un domicilio de la alcaldía Miguel Hidalgo, la Procuraduría capitalina informa que, según los primeros estudios periciales del caso, se trató de un suicidio.
Según detalla la Procuraduría General de Justicia de la Ciudad de México, derivado de la intervención de los Servicios Periciales, los estudios químico toxicológicos practicados en el cadáver arrojan positivo únicamente para alcohol en cantidades mínimas y negativo para drogas, solventes, veneno o medicamentos.
Y agrega en una tarjeta informativa que el protocolo de necropsia reporta asfixia por ahorcamiento, lo que criminalísticamente corresponde a maniobras de tipo suicida.
Aunque agrega que el Ministerio Público de la Coordinación Territorial Miguel Hidalgo Cuatro, continúa con la integración de la carpeta de investigación.
El joven Rafael Arias usaba en Twitter la cuenta @nomesecuestres y gustaba de publicar memes y ‘trollear’ a políticos mexicanos.
Tenía 33 años y contaba con más de 47 mil seguidores en esa red social, aunque también hacía publicaciones en Facebook e Instagram.
rcr

 
",https://www.eluniversal.com.mx/metropoli/cdmx/senalan-que-muerte-de-tuitero-rafael-arias-fue-suicidio,Necropsia señala que muerte de tuitero Rafael Arias sí fue suicidio
"
Tres pasteles y un mariachi acompañaron al equipo de Gustavo Adolfo Infante en la celebración del segundo aniversario de De primera mano, programa de espectáculos de Imagen que comenzó en un horario de una de la tarde y ahora es la competencia directa con Ventaneando, solo que Gustavo asegura que ellos no caen en algunos vicios, como sus rivales.
“Ellos tienen 23 años, nosotros dos y no pagamos entrevistas”, compartió durante la celebración, este lunes. También aseguró que admira el trabajo de Pati Chapoy como productora, pero no como entrevistadora.
“Trabajé 7 años con ella, dije (en otra ocasión) que era una gran periodista como ejecutiva, como productora, organizadora de equipos de trabajo, pero que no era buena periodista; dime una buena entrevista de ella que te haya cimbrado... no hay. Ha creado muchos espacios importantes de entretenimiento”, reconoció.
A veces calla. Como periodista reconocido, Gustavo Adolfo dice que sí, tiene algunas amistades en el medio, pero nadie que meta las manos al fuego por él o al revés, sin embargo, a veces ha decidido ser prudente con algún tipo de información.
“En ocasiones, por respeto a la amistad, me callo una noticia o la brinco pero eso no quiere decir que esté a favor o en contra”.
Pese a la crisis actual de los medios de comunicación y los despidos, el periodista asegura que solo se puede defender a los equipos de trabajo con resultados.
“Yo creo que en todos los medios de todo el país hay crisis, y en ocasiones tenemos que apretar las condiciones laborales. Hay que respetar porque la empresa vive también de publicidad y de dinero y un canal de televisión no lo ponen porque se vea bonito, hay que dar resultados”, aseguró.
Mónica Noguera y MIchelle Rubalcava son los rostros oficiales de un equipo de trabajo conformado por más periodistas.

rad 
",https://www.eluniversal.com.mx/espectaculos/gustavo-adolfo-infante-celebra-y-cuestiona-talento-de-pati-chapoy,Gustavo Adolfo Infante celebra y cuestiona talento de Pati Chapoy
"
[email protected]

En pleno periodo de inscripciones y a días del regreso a clases, alumnos, profesores, investigadores y funcionarios serán afectados por la falta de conectividad gratuita del programa México Conectado, ahora Internet para Todos.

Universidades, escuelas, colegios, institutos y dependencias del sector educativo son los sitios más desconectados. Del total de espacios públicos que cerraron el servicio, 55% son de este segmento.

De acuerdo con datos obtenidos por EL UNIVERSAL, de 47 mil 756 sitios que el gobierno de Andrés Manuel López Obrador dejó sin internet en mayo pasado, 26 mil 495 son instituciones educativas.

Las entidades con más sitios educativos desconectados son Estado de México, con 5 mil 605; Tabasco, con 2 mil 943 sitios; Ciudad de México, con 2 mil 311 y Nuevo León, con mil 840.

Sobresalen sin acceso a internet escuelas y oficinas que dependen de la Secretaría de Educación Pública (SEP), al representar 24 mil 718 instituciones sin el recurso.

Entre los desconectados están las universidades Pedagógica Nacional, la de Guadalajara, la Autónoma del Estado de México, la Autónoma de Nuevo León, la Benemérita Autónoma de Puebla y Colegios de Bachilleres.

También fueron impactados el Instituto Nacional para la Educación de los Adultos y secretarías de educación del Estado de México, Morelos y Ciudad de México. Hay instituciones educativas en Guerrero y Oaxaca que fueron desconectadas, como la Secretaría de Educación y el Instituto Estatal de Educación Pública.

En bibliotecas, se enlistan 13 sitios que no tienen internet.

Al sector educativo le siguen las dependencias de gobierno a escala federal y estatal, pues 40.23% de los sitios no conectados corresponden a este tipo de lugares.

El sector salud fue menos afectado, con mil 358 sitios sin conectividad, entre los que están hospitales y oficinas del ISSSTE, IMSS y la Secretaría de la Salud, que tiene 552 edificios sin internet.

Empresas proveedoras. Telmex, Megacable, Axtel, Operbes y Cablevisión de Televisa, Elara, Globalsat son algunas de las empresas que brindaron entre 2014 y 2018 el servicio de internet a México Conectado, programa desarrollado por la administración de Enrique Peña Nieto.

Telecomunicaciones de México, que depende de la Secretaría de Comunicaciones y Transportes, y la Comisión Federal de Electricidad (CFE) llegaron a dar conectividad a escuelas, hospitales y oficinas de gobierno.

Durante la conferencia mañanera, el presidente Andrés Manuel López Obrador mencionó que algunas de las firmas contratadas para México Conectado no eran expertas.

“Era darle contratos a diestra y siniestra a empresas ni siquiera especializadas sino a intermediarios que eran los influyentes, entonces estamos revisando todo esto y ahorrando bastante en esta revisión”, aseguró López Obrador.

La página de internet de México Conectado de la SCT, en la que se encontraban los contratos de las licitaciones, no está disponible, y en Compranet no es posible acceder a los expedientes.
",https://www.eluniversal.com.mx/cartera/centros-educativos-los-mas-afectados-por-desconexion,"Centros educativos, los más afectados por desconexión"
"

Al iniciar su gestión, hace casi ocho meses, el gobierno de López Obrador encontró que durante la administración Peña Nieto virtualmente fue desmantelada la estrategia para el decomiso de armas ilegales, al grado de representar menos del 30% de los arsenales incautados por su antecesor, Felipe Calderón.

Mientras en el pasado sexenio se alcanzó el máximo nivel histórico de muertes violentas, con más de 30 mil en 2017, las cifras de decomisos efectuados por operativos militares y civiles entre 2013 y 2018 apenas llegó a 35,371 armas, contra 126,847 aseguradas entre 2007 y 2012, de acuerdo con cifras dadas a conocer recientemente por la cancillería mexicana, que encabeza Marcelo Ebrard.

El negocio de la venta ilegal de armas a México supone una historia de cinismo e impunidad en el lado mexicano, con policías y militares mirando hacia otro lado cuando cargamentos cruzan la frontera. Abundan reportes de jefes policiacos o militares, en activo o retirados, que proveen arsenales a cárteles o sicarios.

Pero la gran hipocresía la protagoniza el gobierno Trump, pues critica el auge de la violencia en México, pero no se hace cargo de que casi 70% de los asesinatos ocurridos aquí emplean armas (en su mayoría largas, más letales) compradas en territorio estadounidense por proveedores claramente identificados en Texas, California o Arizona, y luego traficadas para ser usadas en nuestro país.

Estados Unidos es una gigantesca fábrica de armas, donde se estima hay 300 millones, de todo tipo. En México no existe una sola tienda legal de armas, mientras en la Unión Americana están registradas 6,700, en su mayoría en la frontera con nuestro país. De manera ilegal, recibimos 19% de las armas que vende al mundo la nación vecina.

Funcionarios del gobierno norteamericano consultados para la elaboración de esta columna aseguraron que una parte importante de las armas que llegan a México lo hacen por otros canales, incluso desde Centroamérica. Pero ello no está avalado por ningún reporte serio. En contraste, se sabe que armas de Estados Unidos también inundan Honduras, Panamá, Nicaragua, Guatemala y Costa Rica.

Según informes de la Secretaría de la Defensa Nacional (Sedena) y de la Fiscalía General de la República (FGR), entre diciembre de 2018 y junio de 2019, ya con el actual gobierno, fueron decomisadas 3,254 armas, todas de fabricación estadounidense. Si no cobra mayor vigor en el segundo semestre de este año, la cifra anual de aseguramientos se ubicará en cerca de 7 mil, similar al mediocre promedio durante la gestión Peña Nieto, muy lejos de las 32,499 incautadas en 2011.

El gobierno AMLO está ejerciendo presión sobre el tráfico de armas, lo que está cambiando la configuración del negocio. Este usaba incluso canales formales y tenía aduanas “favoritas”, como las de Sonoyta y Nogales, Sonora, y en menor medida, Nuevo Laredo, Tamaulipas, donde las armas llegaban en compartimentos de camiones de carga, pasajeros y vehículos particulares. El ingreso de armas por la frontera tenía importantes puntos de entrada desde los estados vecinos de California y Sonora, pero ahora se concentra casi absolutamente por Texas y, en menor medida, por Nuevo México.

El mapa de los decomisos de armamento permite conocer que los cinco estados donde más se compran y utilizan estos arsenales son Tamaulipas, en el actual gobierno han sido decomisadas 41,044 armas; Michoacán (33,140), Sinaloa (22,879); Guerrero (12,759) y Chihuahua (10,948). Como ocurre con las drogas, el trasiego de armas provoca mercados locales. Por ello, según la Sedena y la FGR, Tamaulipas es el estado con más armas en manos de los ciudadanos, 481 por cada 100 mil habitantes.

APUNTES: Esta columna observará un receso, para reincorporarse el 13 de agosto.
 
[email protected]
",https://www.eluniversal.com.mx/columna/roberto-rock-l/nacion/la-hipocrita-guerra-contra-las-armas,La hipócrita guerra contra las armas
"



    googletag.cmd.push(function() {
      googletag.display(""dfp-ad-top3_content"");
    });
  


Manuel Alonso García, secretario de Seguridad Pública del estado de Puebla, encabezó la ceremonia de clausura del Curso de Verano 2019 “Guardianes de la Seguridad”, dirigido a hijos de trabajadores de la Institución.
En esta ceremonia se entregaron reconocimientos y medallas a los pequeños participantes de este proyecto. 
El titular de la Secretaría de Seguridad Pública señaló que una de las principales acciones para el combate a la delincuencia, está en la educación de los niños. 
Alonso García destacó que lo más importante es que los Guardianes de la Seguridad aprendieron muchas cosas sobre prevención del delito y valores, mostrándoles que siempre hay un camino positivo.
Mientras que la Directora General de Vinculación, Prevención del Delito y Relaciones Públicas, Liliana Rosas, detalló que, a lo largo de dos semanas los participantes en esta edición del curso de verano, tuvieron la oportunidad de desarrollar sus habilidades y fomentar su creatividad mediante actividades recreativas.
En representación de los Guardianes de la Seguridad, Emiliano Hernández Martínez, expresó su orgullo por ser hijo de una Policía Estatal Bombero y conocer el trabajo que realizan las diversas corporaciones de la Policía Estatal. 
dades.
VER: SGG Puebla reconoce a personal de PC estatal por años de servicio
",http://www.unionpuebla.mx/articulo/2019/07/30/gente/ssp-puebla-concluye-curso-de-verano-2019,SSP Puebla concluye curso de verano 2019 
"



    googletag.cmd.push(function() {
      googletag.display(""dfp-ad-top3_content"");
    });
  


Te compartimos una lista de recomendaciones que la American Diabetes Association realiza para que los personas con diabetes mantengan una alimentación saludable durante los periodos vacacionales.

Si no sabes el tamaño de las porciones, pregúntale al mesero.
Trata de comer la misma porción que comerías en casa. Si el tamaño de la porción es más grande, compártela con su compañero, o pídela para llevar.
Trata de ordenar pescado, carne o pollo asados; en el caso de las carnes es mejor que optes por los cortes magros, es decir, que no tienen grasa.
Descarta los platos que impliquen que los alimentos estén fritos o empanizados o capeados. Pues el pan frito aumenta considerablemente los carbohidratos y la grasa.
Si vas a ordenar una papa al horno, no la pidas con crema, tocino, queso, o algún otro ingrediente extra; pídela al natural y con una cucharada de mantequilla o crema.
Si vas a pedir una ensalada, prefiere acompañarla con vinagre y aceite de oliva en lugar de aderezos, sobre todo si son cremosos. Incluso, puedes pedir que te lleven la vinagreta aparte y tú aderezarla a tu gusto. Si no te gusta el vinagre, el limón es otra opción.
Si el restaurante acostumbra mandar pan o galletas saladas y mantequilla, pídele al mesero que los retire para evitar caer en tentación de comer de más.
Si se trata de un desayuno, evita los jugos y prefiere mejor un plato de frutos. En lugar de un jugo de naranja, mejor pide un plato de melón o piña.
Escoge como guarnición vegetales asados o ensalada; evita las papas fritas.
Si vas a beber alcohol, evita escoger cocteles que se preparan con bebidas azucaradas, como lo son las margaritas, las palomas, charro negro, etc... Otra opción es que pidas que te preparen tu coctel con refresco bajo en calorías.
En el caso de las bebidas alcohólicas recuerda que NO debes beberlas con el estómago vacío.
No le agregues más sal a los alimentos.
Si vas a optar por ir a un lugar de comida rápida (fast food), evita pedir los tamaños más grandes, sobre todo en los lugares que te ofrecen combos.
Prefiere el pan integral, al pan blanco, para el caso de los lugares donde sirven sándwiches. Incluso hay cadenas de hamburguesas que ofrecen prepararlas con dos rebanadas de lechuga en lugar de pan.
No le pongas mayonesa ni catsup extra a tu comida.
La mostaza es una buena opción para aderezar la comida rápida.
Pide tus hamburguesas o sándwiches sin queso o con queso panela.
Escoge opciones que impliquen carne, pescado o pollo a la parrilla o asadas; descarta los empanizados.
En muchos lugares de fast food ya ofrecen opciones saludables: por ejemplo, las ensaladas. Incluso hay cadenas que te ofrecen ensaladas a tu gusto con una amplia variedad de ingredientes. Opta mejor por ir a estos lugares.
Evita el tocino, los croutones, la tortilla frita o el queso en las ensaladas, y prefiere las semillas de girasol o el aguacate.
Si vas a comer pizza, compra una que tenga la masa delgada y que sea de vegetales o carne. Y no comas más de 2 rebanadas.
Si vas a comer pollo rostizado, prefiere la pechuga y no comas la piel.
La comida japonesa es una buena opción, pero evita las brochetas empanizadas y el tempura.
Si vas a pedir un postre, una buena opción puede ser un helado descremado o bajo en grasa. En el mercado existen muchas opciones comerciales.
Evita a toda costa el refresco, prefiere el agua mineral, el agua natural o, en su defecto, las sodas bajas en calorías.

Si deseas más información sobre la diabetes y sus consecuencias, puedes revisar los contenidos que Aprende.org y Clikisalud, ambas iniciativas de la Fundación Carlos Slim, te brindan sobre el tema. (Con información de Clikisalud y American Diabetes Association)

TE PUEDE INTERESAR TAMBIÉN: Diabetes: ¿Cómo medir la glucosa en casa?
TE PUEDE INTERESAR TAMBIÉN: El truco del plato saludable para combatir la diabetes

 
",http://www.unionyucatan.mx/articulo/2019/07/30/educacion/trucos-para-comer-bien-en-vacaciones-si-tienes-diabetes,Trucos para comer bien en vacaciones si tienes diabetes
"
¿Vas de vacaciones al extranjero?, ¿Solamente visitas un país, pero tienes ganas de conocer otro? Ahora es posible visitar dos destinos por el precio de uno y esto es gracias a los stopover aéreos.
¿Qué es un stopover?
Son descansos o escalas intermedias de más de 24 horas en vuelos internacionales, e incluso algunas llegan a ofrecer descansos de hasta 72 horas las cuales puedes aprovechar para conocer el lugar de la escala. 
De esta manera, se acabaron las largas y pesadas esperas dentro del aeropuerto y en lugar de eso, puedes quedarte uno o dos días para conocer la ciudad y todo esto sin gastar un peso extra en aviones.

 Trabber.com ha elaborado una lista de algunas de las compañías aéreas que ofrecen este servicio sin tener que pagar demás.
Swiss International Air Lines ha diseñado un programa de stopover para que los viajeros que hagan escala en Zúrich, puedan pasar de 2 a 5 días descubriendo la ciudad o incluso otras ciudades de Suiza.

Si viajas con la Portuguesa TAP, también puedes realizar stopover en dos de sus principales ciudades: en Lisboa o en Oporto al viajar entre América Latina y Europa.
La española Iberia se acaba de sumar. Aquí podrás hacer stopover en viajes entre América Latina y España o el resto de Europa. El metro conecta el aeropuerto con el centro de Madrid en unos 35 minutos, por lo que cualquier conexión con unas 10 horas permite darse una vuelta por la capital española. 

Emirates, no solo permite, sino que promueve que los viajeros entre América, Europa y Asia conozcan Dubái, una opción interesante para quienes desean conocer esta ciudad que, se puede recorrer en 24 o 36 horas. 
Qatar Airways iguala y amplía la propuesta. Los viajeros en stopover tienen visa gratis e incluso ofertas de 5 estrellas desde 28 dólares. Eso sí, las maletas no se despachan en Doha, la capital de Qatar por lo que hay que llevar el pasaporte, las medicinas y la ropa para un día, además de la cartera, en el equipaje de mano.
En América Latina, Avianca ofrece la posibilidad de realizar stopover en Bogotá, en sus vuelos entre Sudamérica y Norteamérica.  No permite sacar las maletas de bodega que son despachadas en el destino final.



Artículo


Estos son los mejores días para reservar vuelos y hospedaje

Destinos


Al fin te despejamos la duda para que ahorres mucho dinero al momento de planear la vacación 







Para stopover de menos de un día, la compañía recomienda un mínimo de ocho horas entre un vuelo y otro vuelo.
Copa también ofrece esta posibilidad para vuelos entre sur y Norteamérica.Tandrás la  posibilidad de conocer Panamá durante sus conexiones.
Cómo conseguir un stopover gratis
1. Entre a de trabber.com y selecciona un vuelo ida y vuelta a tu destinos. Dale clic en ""buscar"".
2. En la columna lateral derecha selecciona solo vuelos con escala. En unos segundos solo aparecerán los vuelos con escala.
3. Fíjate en el tiempo de vuelo total frente al de un vuelo directo. Si el vuelo Lima-París, por ejemplo, es de unas 17 horas y en los resultados pone que el vuelo dura 30 horas, tiene un stopover en Madrid (en caso de volar con Iberia vía Madrid) suficiente para conocer la ciudad. 
4. Verifica que no necesitas visado en el país del stopover y que no hay restricciones para este tema. Especialmente cuando se hace en un país diferente al final.

",https://www.eluniversal.com.mx/destinos/que-es-un-stopover-y-en-que-te-beneficia-al-viajar,Qué es un stopover y en qué te beneficia al viajar
"
¿Antojo de una rica torta? En el mes de agosto llegará a la Ciudad de México uno de los eventos que la mayoría de los capitalinos esperan cada año. Te estamos hablando de la Feria de la Torta 2019 en la Ciudad de México. 
En esta ocasión se celebrará la edición número 16 y se dará cita en la explanada de la alcaldía Venustiano Carranza del 31 de julio al 04 de agosto con un horario de 09:00 a 22:00 horas.
Diferentes combinaciones de ingredientes, sabores y olores formarán parte de este sabroso evento. Aquí tendrás la oportunidad de probar desde las clásicas tortas de milanesa, jamón, cubana, pastor, bistec, suadero y pavo hasta las más exóticas como la de chilaquiles, mariscos, avestruz, cocodrilo, mantarraya o arepas. La Feria de la Torta también contará con locales para las personas veganas.
 (Foto: Archivo EL UNIVERSAL)
Cabe señalar que esta feria la integrarán más de 100 expositores y en esta ocasión estarán invitados los estados de Michoacán, Oaxaca, Jalisco, Puebla, Veracruz, Tamaulipas, Sinaloa y Estado de México para deleitar a los comensales con sus recetas e ingredientes típicos.
Otra cosa que debes de saber es que para acompañar tu torta puedes comprarte una rica piña loca, una chamoyada o la tradicional michelada. Pero si prefieres una bebida caliente, la feria contará con venta de atoles por ejemplo de vainilla, amaranto o chocolate.
Por último, no te olvides de presenciar el reto que caracteriza la inauguración del evento, la creación de la mega torta; el año pasado hicieron una que midió 70 metros de largo y pesó 820 kilogramos y este año piensan romper su propio récord.
El costo será variado y ajustable para tu bolsillo pero a manera de recomendación lleva suficiente dinero para que pruebes todo tipo de tortas.
Nombre: Feria de la Torta 2019 Ciudad de México 
Cuándo: Del 31 de julio al 04 de agosto
Horario: 09:00 a 22:00 horas. 
Dónde: Explanada de la alcaldía Venustiano Carranza. Avenida Francisco del Paso y Troncoso #219. Colonia Jardín Balbuena.
Costo: Entrada libre y los precios de las tortas varían según sus ingredientes. 

 



Artículo


Lánzate al festival del paste en Hidalgo

Menú


Tienes una cita en Real del Monte para disfrutar del Festival Internacional del Paste 2019 







",https://www.eluniversal.com.mx/menu/preparate-para-la-feria-de-la-torta-2019,Prepárate para la Feria de la Torta 2019 
